,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Tag,Artist,Name,Popularity
1184,0.733,0.88,9,-5.561,0,0.19,0.225,0.0083,0.209,0.507,120.004,audio_features,5zPxPVtZVPhnvaFSYsGGjX,spotify:track:5zPxPVtZVPhnvaFSYsGGjX,https://api.spotify.com/v1/tracks/5zPxPVtZVPhnvaFSYsGGjX,https://api.spotify.com/v1/audio-analysis/5zPxPVtZVPhnvaFSYsGGjX,148500,4,Gym,Pandastic,Part Of You,34
1185,0.724,0.915,5,-3.358,1,0.161,0.0975,0.000638,0.313,0.518,120.045,audio_features,7l33AaaNrYHcr0kjzNiBUf,spotify:track:7l33AaaNrYHcr0kjzNiBUf,https://api.spotify.com/v1/tracks/7l33AaaNrYHcr0kjzNiBUf,https://api.spotify.com/v1/audio-analysis/7l33AaaNrYHcr0kjzNiBUf,164750,4,Gym,Max + Johann,Hotel Room Service,38
1186,0.62,0.883,4,-5.258,0,0.0508,0.126,0.000416,0.473,0.363,123.959,audio_features,4mrKsaH2BRDWqjXxLee2nZ,spotify:track:4mrKsaH2BRDWqjXxLee2nZ,https://api.spotify.com/v1/tracks/4mrKsaH2BRDWqjXxLee2nZ,https://api.spotify.com/v1/audio-analysis/4mrKsaH2BRDWqjXxLee2nZ,158000,4,Gym,Tiscore,Down,49
1187,0.638,0.914,4,-3.473,0,0.124,0.0556,3.27e-05,0.564,0.452,125.907,audio_features,0ZUWVlDFnvVEDJcsf0tUbs,spotify:track:0ZUWVlDFnvVEDJcsf0tUbs,https://api.spotify.com/v1/tracks/0ZUWVlDFnvVEDJcsf0tUbs,https://api.spotify.com/v1/audio-analysis/0ZUWVlDFnvVEDJcsf0tUbs,192584,4,Gym,Marc Benjamin,Blinded By Your Light,46
1188,0.639,0.933,11,-3.059,0,0.103,0.0714,0.0,0.497,0.452,124.951,audio_features,2HgwmbWJrrzy6fhLOnLHmO,spotify:track:2HgwmbWJrrzy6fhLOnLHmO,https://api.spotify.com/v1/tracks/2HgwmbWJrrzy6fhLOnLHmO,https://api.spotify.com/v1/audio-analysis/2HgwmbWJrrzy6fhLOnLHmO,167280,4,Gym,Eastblock Bitches,U & I (feat. Mingue),40
1189,0.647,0.909,8,-4.059,0,0.0452,0.11,8.65e-06,0.41,0.533,125.009,audio_features,6oUCiM2GSUtGJ1Tv7maf4B,spotify:track:6oUCiM2GSUtGJ1Tv7maf4B,https://api.spotify.com/v1/tracks/6oUCiM2GSUtGJ1Tv7maf4B,https://api.spotify.com/v1/audio-analysis/6oUCiM2GSUtGJ1Tv7maf4B,159360,4,Gym,Bougenvilla,Somebody To Love,39
1190,0.737,0.75,11,-7.734,0,0.0358,0.0866,0.000394,0.107,0.388,116.952,audio_features,1l9gVSPDoWh7jQ89Ad2HIn,spotify:track:1l9gVSPDoWh7jQ89Ad2HIn,https://api.spotify.com/v1/tracks/1l9gVSPDoWh7jQ89Ad2HIn,https://api.spotify.com/v1/audio-analysis/1l9gVSPDoWh7jQ89Ad2HIn,210875,4,Gym,Emdi,Rockstar,49
1191,0.66,0.81,5,-5.938,0,0.058,0.022,1.4e-06,0.0837,0.59,125.085,audio_features,6sGeBxS4PIEtZdWpgdnitV,spotify:track:6sGeBxS4PIEtZdWpgdnitV,https://api.spotify.com/v1/tracks/6sGeBxS4PIEtZdWpgdnitV,https://api.spotify.com/v1/audio-analysis/6sGeBxS4PIEtZdWpgdnitV,196456,4,Gym,Vintage Culture,Terrified,62
1192,0.654,0.732,0,-5.319,1,0.0471,0.034,0.000423,0.175,0.144,119.913,audio_features,3JUkPTnfAespUNHOPKNGa1,spotify:track:3JUkPTnfAespUNHOPKNGa1,https://api.spotify.com/v1/tracks/3JUkPTnfAespUNHOPKNGa1,https://api.spotify.com/v1/audio-analysis/3JUkPTnfAespUNHOPKNGa1,190000,4,Gym,Alle Farben,Lemon Tree,70
1193,0.782,0.806,2,-6.208,0,0.0431,0.0047,9.72e-05,0.07,0.344,123.981,audio_features,4eFfOfUHTKDM6QdeIDGq4v,spotify:track:4eFfOfUHTKDM6QdeIDGq4v,https://api.spotify.com/v1/tracks/4eFfOfUHTKDM6QdeIDGq4v,https://api.spotify.com/v1/audio-analysis/4eFfOfUHTKDM6QdeIDGq4v,191995,4,Gym,No ExpressioN,Somebody New,31
1194,0.713,0.794,7,-5.693,1,0.177,0.038,1.02e-05,0.117,0.304,116.033,audio_features,34ZAEDXyI4hBfBYYnGXA73,spotify:track:34ZAEDXyI4hBfBYYnGXA73,https://api.spotify.com/v1/tracks/34ZAEDXyI4hBfBYYnGXA73,https://api.spotify.com/v1/audio-analysis/34ZAEDXyI4hBfBYYnGXA73,171724,4,Gym,Martin van Lectro,Cherry,27
1195,0.763,0.792,3,-5.798,0,0.032,0.262,0.0,0.115,0.695,122.979,audio_features,2zPWT2axxNsXMU6CZn3PS5,spotify:track:2zPWT2axxNsXMU6CZn3PS5,https://api.spotify.com/v1/tracks/2zPWT2axxNsXMU6CZn3PS5,https://api.spotify.com/v1/audio-analysis/2zPWT2axxNsXMU6CZn3PS5,160244,4,Gym,Alok,Kids on Whizz,64
1196,0.718,0.805,8,-6.084,1,0.131,0.0575,2.42e-06,0.0856,0.596,116.013,audio_features,0E5DQeTvS0LrhiNMlegnOb,spotify:track:0E5DQeTvS0LrhiNMlegnOb,https://api.spotify.com/v1/tracks/0E5DQeTvS0LrhiNMlegnOb,https://api.spotify.com/v1/audio-analysis/0E5DQeTvS0LrhiNMlegnOb,178107,4,Gym,Stevie Appleton,Paradise (with Sam Feldt),59
1197,0.768,0.707,11,-6.905,1,0.0426,0.0365,0.0,0.121,0.374,122.01,audio_features,378yx6ddx0D6yS5jIv8Zr6,spotify:track:378yx6ddx0D6yS5jIv8Zr6,https://api.spotify.com/v1/tracks/378yx6ddx0D6yS5jIv8Zr6,https://api.spotify.com/v1/audio-analysis/378yx6ddx0D6yS5jIv8Zr6,177050,4,Gym,Alle Farben,As Far as Feelings Go - Yves V Remix,41
1198,0.708,0.715,10,-8.655,0,0.0353,0.0563,0.292,0.329,0.53,123.977,audio_features,03o2dGnLecjt3vmApwZmnx,spotify:track:03o2dGnLecjt3vmApwZmnx,https://api.spotify.com/v1/tracks/03o2dGnLecjt3vmApwZmnx,https://api.spotify.com/v1/audio-analysis/03o2dGnLecjt3vmApwZmnx,158241,4,Gym,Panuma,Let You Down,32
1199,0.719,0.653,6,-6.671,0,0.0357,0.464,0.00419,0.0871,0.225,123.985,audio_features,4zs3tGmsQfimyK0Ysom9vn,spotify:track:4zs3tGmsQfimyK0Ysom9vn,https://api.spotify.com/v1/tracks/4zs3tGmsQfimyK0Ysom9vn,https://api.spotify.com/v1/audio-analysis/4zs3tGmsQfimyK0Ysom9vn,221436,4,Gym,Pandastic,Night Call,20
1200,0.629,0.906,11,-4.161,0,0.0873,0.047,0.0,0.919,0.701,130.004,audio_features,7DuDk1VWKihmr7mAWhJSJb,spotify:track:7DuDk1VWKihmr7mAWhJSJb,https://api.spotify.com/v1/tracks/7DuDk1VWKihmr7mAWhJSJb,https://api.spotify.com/v1/audio-analysis/7DuDk1VWKihmr7mAWhJSJb,210000,4,Gym,Tom Budin,All for Nothing,36
1201,0.632,0.631,11,-5.451,0,0.0339,0.00497,9.34e-06,0.155,0.346,125.988,audio_features,2Zokxd1QBCdeiBrjMhzXv2,spotify:track:2Zokxd1QBCdeiBrjMhzXv2,https://api.spotify.com/v1/tracks/2Zokxd1QBCdeiBrjMhzXv2,https://api.spotify.com/v1/audio-analysis/2Zokxd1QBCdeiBrjMhzXv2,164371,4,Gym,Crystal Rock,Love Story,46
1202,0.714,0.865,11,-3.546,0,0.0344,0.0709,0.000102,0.116,0.4,136.013,audio_features,2GZ72AAOIrVxipgYIlTTCg,spotify:track:2GZ72AAOIrVxipgYIlTTCg,https://api.spotify.com/v1/tracks/2GZ72AAOIrVxipgYIlTTCg,https://api.spotify.com/v1/audio-analysis/2GZ72AAOIrVxipgYIlTTCg,146258,4,Gym,Triple M,Fields Of Gold,47
1203,0.727,0.793,5,-4.351,1,0.104,0.207,0.739,0.0752,0.577,124.007,audio_features,3c8RqLFFygEfoeWttbzxvl,spotify:track:3c8RqLFFygEfoeWttbzxvl,https://api.spotify.com/v1/tracks/3c8RqLFFygEfoeWttbzxvl,https://api.spotify.com/v1/audio-analysis/3c8RqLFFygEfoeWttbzxvl,196452,4,Gym,Yton,Happy,52
1204,0.675,0.899,9,-4.787,0,0.0391,0.0025,8.33e-05,0.298,0.344,123.034,audio_features,7x74XLYJqptDCmY4y3FaVh,spotify:track:7x74XLYJqptDCmY4y3FaVh,https://api.spotify.com/v1/tracks/7x74XLYJqptDCmY4y3FaVh,https://api.spotify.com/v1/audio-analysis/7x74XLYJqptDCmY4y3FaVh,179512,4,Gym,Calippo,What Is House,44
1205,0.675,0.477,8,-13.832,1,0.0422,0.12,0.75,0.15,0.368,123.985,audio_features,4C7lWj1Uo02PlUjoOGAaZx,spotify:track:4C7lWj1Uo02PlUjoOGAaZx,https://api.spotify.com/v1/tracks/4C7lWj1Uo02PlUjoOGAaZx,https://api.spotify.com/v1/audio-analysis/4C7lWj1Uo02PlUjoOGAaZx,175732,4,Gym,Ava Max,My Head & My Heart - Jonas Blue Remix,68
1206,0.609,0.85,1,-3.471,1,0.0268,0.0823,0.0,0.0999,0.314,128.006,audio_features,0ieEZjHQO5eq9Uad7opItK,spotify:track:0ieEZjHQO5eq9Uad7opItK,https://api.spotify.com/v1/tracks/0ieEZjHQO5eq9Uad7opItK,https://api.spotify.com/v1/audio-analysis/0ieEZjHQO5eq9Uad7opItK,155399,4,Gym,Pandastic,Everybody,17
1207,0.777,0.827,5,-4.575,0,0.0453,0.00549,0.0127,0.214,0.861,123.895,audio_features,22Ckl8uaVR71UMChg6NLRQ,spotify:track:22Ckl8uaVR71UMChg6NLRQ,https://api.spotify.com/v1/tracks/22Ckl8uaVR71UMChg6NLRQ,https://api.spotify.com/v1/audio-analysis/22Ckl8uaVR71UMChg6NLRQ,135499,4,Gym,VINAI,I Was Made,69
1208,0.768,0.858,8,-5.494,0,0.0482,0.191,3.21e-05,0.602,0.556,122.004,audio_features,42gJat74CEyy3jPliCVKOC,spotify:track:42gJat74CEyy3jPliCVKOC,https://api.spotify.com/v1/tracks/42gJat74CEyy3jPliCVKOC,https://api.spotify.com/v1/audio-analysis/42gJat74CEyy3jPliCVKOC,195802,4,Gym,Jay Pryor,So What,45
1209,0.67,0.895,8,-3.549,1,0.104,0.144,0.0,0.341,0.386,121.913,audio_features,5PCUiWBWdzS2BGYLGh7QaQ,spotify:track:5PCUiWBWdzS2BGYLGh7QaQ,https://api.spotify.com/v1/tracks/5PCUiWBWdzS2BGYLGh7QaQ,https://api.spotify.com/v1/audio-analysis/5PCUiWBWdzS2BGYLGh7QaQ,155902,4,Gym,Tom Ferry,Play My Song (feat. Dee Ajayi),35
1210,0.834,0.812,9,-6.813,1,0.158,0.0144,0.0,0.0749,0.225,121.969,audio_features,4Ecs5nO8VxYWXT89oHHYY1,spotify:track:4Ecs5nO8VxYWXT89oHHYY1,https://api.spotify.com/v1/tracks/4Ecs5nO8VxYWXT89oHHYY1,https://api.spotify.com/v1/audio-analysis/4Ecs5nO8VxYWXT89oHHYY1,152746,4,Gym,Sam Feldt,One Day (feat. ROZES) - Club Mix,36
1211,0.679,0.673,0,-8.117,1,0.0635,0.25,4.31e-06,0.0985,0.178,125.959,audio_features,09uprC2xY3roWT88pYdyvM,spotify:track:09uprC2xY3roWT88pYdyvM,https://api.spotify.com/v1/tracks/09uprC2xY3roWT88pYdyvM,https://api.spotify.com/v1/audio-analysis/09uprC2xY3roWT88pYdyvM,167634,4,Gym,Mike Tunes,Too Tired,19
1212,0.541,0.653,5,-5.954,1,0.04,0.00531,0.0,0.126,0.264,123.854,audio_features,0NWVFwJxCMjBdTOCePlQdl,spotify:track:0NWVFwJxCMjBdTOCePlQdl,https://api.spotify.com/v1/tracks/0NWVFwJxCMjBdTOCePlQdl,https://api.spotify.com/v1/audio-analysis/0NWVFwJxCMjBdTOCePlQdl,212468,4,Gym,Alfons,Hello Hello,32
1213,0.803,0.559,10,-6.321,0,0.0554,0.152,3.05e-05,0.0553,0.335,124.067,audio_features,4cFeXui0uAhC2f4fTwN4P7,spotify:track:4cFeXui0uAhC2f4fTwN4P7,https://api.spotify.com/v1/tracks/4cFeXui0uAhC2f4fTwN4P7,https://api.spotify.com/v1/audio-analysis/4cFeXui0uAhC2f4fTwN4P7,133669,4,Gym,Lucas & Steve,Another Life (feat. Alida),64
1214,0.639,0.74,6,-4.504,1,0.0291,0.00829,0.0196,0.0941,0.1,106.984,audio_features,4Kooi4UdL7ARpMBhkIqDAI,spotify:track:4Kooi4UdL7ARpMBhkIqDAI,https://api.spotify.com/v1/tracks/4Kooi4UdL7ARpMBhkIqDAI,https://api.spotify.com/v1/audio-analysis/4Kooi4UdL7ARpMBhkIqDAI,200748,4,Gym,R3HAB,Ones You Miss,63
1215,0.687,0.751,10,-7.902,0,0.0863,0.0991,0.148,0.154,0.62,122.988,audio_features,12R735M4y3nzKFWEOh3HOZ,spotify:track:12R735M4y3nzKFWEOh3HOZ,https://api.spotify.com/v1/tracks/12R735M4y3nzKFWEOh3HOZ,https://api.spotify.com/v1/audio-analysis/12R735M4y3nzKFWEOh3HOZ,223492,4,Gym,Quintino,I Wanna Know (feat. PollyAnna),21
1216,0.634,0.808,5,-4.984,0,0.182,0.26,4.16e-06,0.115,0.274,126.012,audio_features,0o4S6q4Yb5a4vOAMczfm1Z,spotify:track:0o4S6q4Yb5a4vOAMczfm1Z,https://api.spotify.com/v1/tracks/0o4S6q4Yb5a4vOAMczfm1Z,https://api.spotify.com/v1/audio-analysis/0o4S6q4Yb5a4vOAMczfm1Z,169717,4,Gym,Steve Void,Comfortable [Nu Aspect Remix],27
1217,0.708,0.74,11,-6.897,0,0.0349,0.014,0.000136,0.114,0.73,124.033,audio_features,3gDYtxr8fNexoRSbyEzaTY,spotify:track:3gDYtxr8fNexoRSbyEzaTY,https://api.spotify.com/v1/tracks/3gDYtxr8fNexoRSbyEzaTY,https://api.spotify.com/v1/audio-analysis/3gDYtxr8fNexoRSbyEzaTY,135514,4,Gym,M4LY,Tonight,11
1218,0.724,0.832,6,-5.054,0,0.0703,0.0119,1.32e-06,0.316,0.139,125.974,audio_features,5aZiuX9IKaaBFa96TdPzwj,spotify:track:5aZiuX9IKaaBFa96TdPzwj,https://api.spotify.com/v1/tracks/5aZiuX9IKaaBFa96TdPzwj,https://api.spotify.com/v1/audio-analysis/5aZiuX9IKaaBFa96TdPzwj,144762,4,Gym,Möwe,Untz,58
1219,0.555,0.778,1,-3.829,1,0.0944,0.00377,0.0,0.155,0.745,155.917,audio_features,7c2IApOeLTZfrB5dVScRUP,spotify:track:7c2IApOeLTZfrB5dVScRUP,https://api.spotify.com/v1/tracks/7c2IApOeLTZfrB5dVScRUP,https://api.spotify.com/v1/audio-analysis/7c2IApOeLTZfrB5dVScRUP,197062,4,Gym,STVCKS,Out Of My Head,23
1220,0.454,0.816,6,-5.717,0,0.119,0.0163,1.3e-05,0.0832,0.0712,126.969,audio_features,3VwmHvdWULeu31ox67CioN,spotify:track:3VwmHvdWULeu31ox67CioN,https://api.spotify.com/v1/tracks/3VwmHvdWULeu31ox67CioN,https://api.spotify.com/v1/audio-analysis/3VwmHvdWULeu31ox67CioN,179528,4,Gym,ILLENIUM,Paper Thin,62
1221,0.651,0.532,1,-10.363,1,0.0573,0.118,0.0,0.0694,0.178,126.582,audio_features,4S9RPF6TIO6t6cZbS9di0q,spotify:track:4S9RPF6TIO6t6cZbS9di0q,https://api.spotify.com/v1/tracks/4S9RPF6TIO6t6cZbS9di0q,https://api.spotify.com/v1/audio-analysis/4S9RPF6TIO6t6cZbS9di0q,133701,4,Gym,Dimitri Vegas & Like Mike,Happy Together - VIZE Remix,57
1222,0.772,0.883,4,-4.494,1,0.0372,0.195,2.87e-05,0.347,0.557,124.078,audio_features,53IKe69OlZPlrDyS98geFO,spotify:track:53IKe69OlZPlrDyS98geFO,https://api.spotify.com/v1/tracks/53IKe69OlZPlrDyS98geFO,https://api.spotify.com/v1/audio-analysis/53IKe69OlZPlrDyS98geFO,151935,4,Gym,Hallasen,Pompeii,40
1223,0.747,0.626,2,-5.191,1,0.0446,0.245,0.0,0.0945,0.589,99.991,audio_features,4XNJyHj7OEoqBHRnEcpIGj,spotify:track:4XNJyHj7OEoqBHRnEcpIGj,https://api.spotify.com/v1/tracks/4XNJyHj7OEoqBHRnEcpIGj,https://api.spotify.com/v1/audio-analysis/4XNJyHj7OEoqBHRnEcpIGj,164493,4,Gym,VINAI,On N On (feat. Leony),53
1224,0.692,0.807,5,-5.225,0,0.0588,0.0201,0.000146,0.11,0.262,124.037,audio_features,3jGG5jyTuZHU9O2M3iHE0F,spotify:track:3jGG5jyTuZHU9O2M3iHE0F,https://api.spotify.com/v1/tracks/3jGG5jyTuZHU9O2M3iHE0F,https://api.spotify.com/v1/audio-analysis/3jGG5jyTuZHU9O2M3iHE0F,193548,4,Gym,CARSTN,How I'm Made,27
1225,0.754,0.703,7,-5.731,0,0.0469,0.0338,0.668,0.0985,0.371,123.981,audio_features,4gJNQWDwtrjL0RuWeidraU,spotify:track:4gJNQWDwtrjL0RuWeidraU,https://api.spotify.com/v1/tracks/4gJNQWDwtrjL0RuWeidraU,https://api.spotify.com/v1/audio-analysis/4gJNQWDwtrjL0RuWeidraU,187742,4,Gym,Swanky Tunes,Better Now,42
1226,0.673,0.717,11,-5.136,0,0.0429,0.147,0.0,0.192,0.305,125.995,audio_features,3amOeT5z3mc1gteEMxIAvk,spotify:track:3amOeT5z3mc1gteEMxIAvk,https://api.spotify.com/v1/tracks/3amOeT5z3mc1gteEMxIAvk,https://api.spotify.com/v1/audio-analysis/3amOeT5z3mc1gteEMxIAvk,206429,4,Gym,Robby East,Off The Deep End,46
1227,0.641,0.924,5,-3.476,0,0.0446,0.0259,2.41e-05,0.0677,0.518,125.981,audio_features,1MIevFmQMQCG4iltp0Z2Zs,spotify:track:1MIevFmQMQCG4iltp0Z2Zs,https://api.spotify.com/v1/tracks/1MIevFmQMQCG4iltp0Z2Zs,https://api.spotify.com/v1/audio-analysis/1MIevFmQMQCG4iltp0Z2Zs,156190,4,Gym,Hoved,Let You Go - Tungevaag Edit,54
1228,0.631,0.762,0,-6.715,0,0.212,0.105,0.0,0.0468,0.561,124.09,audio_features,7knbZEEzjwq7UWRzAchj5z,spotify:track:7knbZEEzjwq7UWRzAchj5z,https://api.spotify.com/v1/tracks/7knbZEEzjwq7UWRzAchj5z,https://api.spotify.com/v1/audio-analysis/7knbZEEzjwq7UWRzAchj5z,171957,4,Gym,TMW,TV Show,21
1229,0.705,0.917,5,-2.727,0,0.081,0.0695,0.0,0.164,0.71,119.98,audio_features,02T6r1FheCaKwnJUwNJ04I,spotify:track:02T6r1FheCaKwnJUwNJ04I,https://api.spotify.com/v1/tracks/02T6r1FheCaKwnJUwNJ04I,https://api.spotify.com/v1/audio-analysis/02T6r1FheCaKwnJUwNJ04I,150000,4,Gym,Galaxies Away,Jumping on a Feeling,33
1230,0.622,0.802,9,-4.969,0,0.167,0.17,0.0,0.263,0.764,124.859,audio_features,2FGh2ref26EwA3Z5st5oHb,spotify:track:2FGh2ref26EwA3Z5st5oHb,https://api.spotify.com/v1/tracks/2FGh2ref26EwA3Z5st5oHb,https://api.spotify.com/v1/audio-analysis/2FGh2ref26EwA3Z5st5oHb,144910,4,Gym,Fedde Le Grand,Gatekeeper,55
1231,0.442,0.894,2,-4.067,1,0.124,0.035,5.76e-05,0.203,0.238,124.068,audio_features,3rM2w9Mq79FFz6gj6w94A1,spotify:track:3rM2w9Mq79FFz6gj6w94A1,https://api.spotify.com/v1/tracks/3rM2w9Mq79FFz6gj6w94A1,https://api.spotify.com/v1/audio-analysis/3rM2w9Mq79FFz6gj6w94A1,140500,4,Gym,Moguai,Hold On (feat. Cheat Codes) - 2020 Edit,64
1232,0.692,0.804,2,-6.657,1,0.0968,0.0946,0.0,0.11,0.178,128.136,audio_features,72eQ49Sy53JZVZa5PTAKxD,spotify:track:72eQ49Sy53JZVZa5PTAKxD,https://api.spotify.com/v1/tracks/72eQ49Sy53JZVZa5PTAKxD,https://api.spotify.com/v1/audio-analysis/72eQ49Sy53JZVZa5PTAKxD,158613,4,Gym,Eastblock Bitches,Hope,53
1233,0.642,0.87,6,-5.325,1,0.0318,0.0101,1.68e-05,0.0832,0.551,124.025,audio_features,2KrNL6XW0OHTGt278xFqlL,spotify:track:2KrNL6XW0OHTGt278xFqlL,https://api.spotify.com/v1/tracks/2KrNL6XW0OHTGt278xFqlL,https://api.spotify.com/v1/audio-analysis/2KrNL6XW0OHTGt278xFqlL,133915,4,Gym,Coopex,Radioactive,63
1234,0.549,0.705,0,-4.684,1,0.0643,0.169,0.0,0.287,0.508,98.07,audio_features,70IFLb5egLA8WUFWgxBoRz,spotify:track:70IFLb5egLA8WUFWgxBoRz,https://api.spotify.com/v1/tracks/70IFLb5egLA8WUFWgxBoRz,https://api.spotify.com/v1/audio-analysis/70IFLb5egLA8WUFWgxBoRz,165306,4,Gym,DAZZ,Take It Back,34
1235,0.695,0.805,9,-4.441,0,0.0616,0.101,0.0,0.208,0.597,126.011,audio_features,0j4dYph1cIkygdkKucMDNF,spotify:track:0j4dYph1cIkygdkKucMDNF,https://api.spotify.com/v1/tracks/0j4dYph1cIkygdkKucMDNF,https://api.spotify.com/v1/audio-analysis/0j4dYph1cIkygdkKucMDNF,155476,4,Gym,Mike Williams,Fallin' In,47
1236,0.581,0.916,11,-5.994,0,0.0441,0.0748,0.034,0.0704,0.295,124.964,audio_features,48jFwXx3B95wR0PfpkVMZ4,spotify:track:48jFwXx3B95wR0PfpkVMZ4,https://api.spotify.com/v1/tracks/48jFwXx3B95wR0PfpkVMZ4,https://api.spotify.com/v1/audio-analysis/48jFwXx3B95wR0PfpkVMZ4,166200,4,Gym,Jonas Aden,My Love Is Gone,41
1237,0.686,0.53,9,-8.68,0,0.0332,0.177,0.0642,0.0479,0.165,128.029,audio_features,4iFEn3w01o3Q2UCzuxNeJs,spotify:track:4iFEn3w01o3Q2UCzuxNeJs,https://api.spotify.com/v1/tracks/4iFEn3w01o3Q2UCzuxNeJs,https://api.spotify.com/v1/audio-analysis/4iFEn3w01o3Q2UCzuxNeJs,262510,4,Gym,Siks,Miracle,27
1238,0.725,0.89,10,-5.655,0,0.16,0.0447,0.000424,0.35,0.0962,124.042,audio_features,3VF02sCct7RQFESRCIjOaP,spotify:track:3VF02sCct7RQFESRCIjOaP,https://api.spotify.com/v1/tracks/3VF02sCct7RQFESRCIjOaP,https://api.spotify.com/v1/audio-analysis/3VF02sCct7RQFESRCIjOaP,194516,4,Gym,REALIS,Prove,15
1239,0.766,0.892,6,-4.662,0,0.0574,0.103,0.00867,0.0478,0.69,122.997,audio_features,6TuhfPFfgo6VIdkCjDprId,spotify:track:6TuhfPFfgo6VIdkCjDprId,https://api.spotify.com/v1/tracks/6TuhfPFfgo6VIdkCjDprId,https://api.spotify.com/v1/audio-analysis/6TuhfPFfgo6VIdkCjDprId,146829,4,Gym,Rompasso,Satellites,39
1240,0.637,0.941,11,-2.182,0,0.0643,0.0404,0.0,0.327,0.462,127.954,audio_features,3q7wnkHHF6cafHYYFkC3jk,spotify:track:3q7wnkHHF6cafHYYFkC3jk,https://api.spotify.com/v1/tracks/3q7wnkHHF6cafHYYFkC3jk,https://api.spotify.com/v1/audio-analysis/3q7wnkHHF6cafHYYFkC3jk,191000,4,Gym,Kesh,Don't Call Me Up,43
1241,0.762,0.935,7,-3.497,1,0.121,0.115,0.0,0.0688,0.508,115.927,audio_features,4RLlHhZa31Z1HacCfqDZ3z,spotify:track:4RLlHhZa31Z1HacCfqDZ3z,https://api.spotify.com/v1/tracks/4RLlHhZa31Z1HacCfqDZ3z,https://api.spotify.com/v1/audio-analysis/4RLlHhZa31Z1HacCfqDZ3z,175759,4,Gym,Crystal Rock,You Should Be Sad,33
1242,0.618,0.939,1,-3.031,0,0.0544,0.0421,0.136,0.0854,0.249,128.031,audio_features,6JTudp86QikyRp7ALfKb5y,spotify:track:6JTudp86QikyRp7ALfKb5y,https://api.spotify.com/v1/tracks/6JTudp86QikyRp7ALfKb5y,https://api.spotify.com/v1/audio-analysis/6JTudp86QikyRp7ALfKb5y,218906,4,Gym,Charming Horses,Ain't That Just The Way,58
1243,0.587,0.755,2,-6.378,0,0.047,0.00337,3.01e-05,0.0997,0.328,125.964,audio_features,2U3iCxu5Xa34jAy63SdGeQ,spotify:track:2U3iCxu5Xa34jAy63SdGeQ,https://api.spotify.com/v1/tracks/2U3iCxu5Xa34jAy63SdGeQ,https://api.spotify.com/v1/audio-analysis/2U3iCxu5Xa34jAy63SdGeQ,194209,4,Gym,Sonny Bass,Africa - Radio Edit,15
1244,0.695,0.914,10,-2.906,0,0.0406,0.141,2.17e-05,0.617,0.413,127.982,audio_features,013zAOdpNJs74X0jUKxxwD,spotify:track:013zAOdpNJs74X0jUKxxwD,https://api.spotify.com/v1/tracks/013zAOdpNJs74X0jUKxxwD,https://api.spotify.com/v1/audio-analysis/013zAOdpNJs74X0jUKxxwD,179304,4,Gym,JC Stewart,I Need You To Hate Me - Alle Farben Remix,49
1245,0.795,0.783,6,-4.715,0,0.0773,0.239,2.93e-06,0.0488,0.864,122.98,audio_features,27ITlhgZIx0ZYwaLYYDBsi,spotify:track:27ITlhgZIx0ZYwaLYYDBsi,https://api.spotify.com/v1/tracks/27ITlhgZIx0ZYwaLYYDBsi,https://api.spotify.com/v1/audio-analysis/27ITlhgZIx0ZYwaLYYDBsi,151475,4,Gym,Worvan,Staying With You,31
1246,0.668,0.797,4,-5.267,0,0.0387,0.0052,5e-05,0.101,0.321,125.02,audio_features,5yE4aafNsqogdiLWyZXvGO,spotify:track:5yE4aafNsqogdiLWyZXvGO,https://api.spotify.com/v1/tracks/5yE4aafNsqogdiLWyZXvGO,https://api.spotify.com/v1/audio-analysis/5yE4aafNsqogdiLWyZXvGO,181742,4,Gym,Benny Benassi,LOVELIFE (with Jeremih),69
1247,0.791,0.89,6,-4.845,1,0.0906,0.166,0.00319,0.489,0.256,105.056,audio_features,4oFjWv0hf8gPkG6ASFJTHz,spotify:track:4oFjWv0hf8gPkG6ASFJTHz,https://api.spotify.com/v1/tracks/4oFjWv0hf8gPkG6ASFJTHz,https://api.spotify.com/v1/audio-analysis/4oFjWv0hf8gPkG6ASFJTHz,169102,4,Gym,Armin van Buuren,Need You Now,49
1248,0.713,0.783,8,-6.201,1,0.0784,0.00116,0.0,0.284,0.482,123.973,audio_features,543VnS905CHArJ2oFm17p5,spotify:track:543VnS905CHArJ2oFm17p5,https://api.spotify.com/v1/tracks/543VnS905CHArJ2oFm17p5,https://api.spotify.com/v1/audio-analysis/543VnS905CHArJ2oFm17p5,183871,4,Gym,Ilkay Sencan,All The Things She Said,63
1249,0.735,0.724,5,-8.147,0,0.153,0.45,0.0,0.347,0.543,125.051,audio_features,7j2N043cv5ekoa1tuAhAjU,spotify:track:7j2N043cv5ekoa1tuAhAjU,https://api.spotify.com/v1/tracks/7j2N043cv5ekoa1tuAhAjU,https://api.spotify.com/v1/audio-analysis/7j2N043cv5ekoa1tuAhAjU,177428,4,Gym,Bruno Martini,Wake Up With You,60
