,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Tag,Artist,Name,Popularity
0,0.704,0.804,1,-5.466,0,0.0326,0.232,0.0271,0.105,0.387,124.056,audio_features,2MG8x9jFSXU0tp9zshdtA2,spotify:track:2MG8x9jFSXU0tp9zshdtA2,https://api.spotify.com/v1/tracks/2MG8x9jFSXU0tp9zshdtA2,https://api.spotify.com/v1/audio-analysis/2MG8x9jFSXU0tp9zshdtA2,189677,4,Travel,8ubbles,Endless Vibe,51
1,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,1e9oZCCiX42nJl0AcqriVo,spotify:track:1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/tracks/1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/audio-analysis/1e9oZCCiX42nJl0AcqriVo,174000,4,Travel,Harry Styles,Watermelon Sugar,76
2,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,audio_features,0zzVTGyRrWpQu8Fr28NRAv,spotify:track:0zzVTGyRrWpQu8Fr28NRAv,https://api.spotify.com/v1/tracks/0zzVTGyRrWpQu8Fr28NRAv,https://api.spotify.com/v1/audio-analysis/0zzVTGyRrWpQu8Fr28NRAv,159863,4,Travel,Marshmello,OK Not To Be OK,79
3,0.45,0.907,2,-2.69,1,0.0694,0.185,2.02e-05,0.61,0.0535,175.012,audio_features,7CGbJR9oCAKqn5itModUpC,spotify:track:7CGbJR9oCAKqn5itModUpC,https://api.spotify.com/v1/tracks/7CGbJR9oCAKqn5itModUpC,https://api.spotify.com/v1/audio-analysis/7CGbJR9oCAKqn5itModUpC,275657,4,Travel,3lu,I Still Believe,25
4,0.531,0.854,10,-3.149,1,0.198,0.288,0.0,0.0773,0.456,94.419,audio_features,6xtcFXSo8H9BZN637BMVKS,spotify:track:6xtcFXSo8H9BZN637BMVKS,https://api.spotify.com/v1/tracks/6xtcFXSo8H9BZN637BMVKS,https://api.spotify.com/v1/audio-analysis/6xtcFXSo8H9BZN637BMVKS,190000,4,Travel,Rita Ora,Let You Love Me,65
5,0.718,0.684,11,-4.593,0,0.0532,0.0676,0.0,0.0834,0.768,121.976,audio_features,2nCEN5q18oVaSpEdPdnRod,spotify:track:2nCEN5q18oVaSpEdPdnRod,https://api.spotify.com/v1/tracks/2nCEN5q18oVaSpEdPdnRod,https://api.spotify.com/v1/audio-analysis/2nCEN5q18oVaSpEdPdnRod,194320,4,Travel,Shawn Mendes,There's Nothing Holdin' Me Back - NOTD Remix,0
6,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,audio_features,5tAa8Uaqr4VvA3693mbIhU,spotify:track:5tAa8Uaqr4VvA3693mbIhU,https://api.spotify.com/v1/tracks/5tAa8Uaqr4VvA3693mbIhU,https://api.spotify.com/v1/audio-analysis/5tAa8Uaqr4VvA3693mbIhU,190932,4,Travel,Zara Larsson,Ruin My Life,75
7,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,audio_features,0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,170827,4,Travel,Ed Sheeran,Galway Girl,78
8,0.679,0.634,5,-5.024,0,0.0654,0.232,0.0,0.115,0.498,102.013,audio_features,0dA2Mk56wEzDgegdC6R17g,spotify:track:0dA2Mk56wEzDgegdC6R17g,https://api.spotify.com/v1/tracks/0dA2Mk56wEzDgegdC6R17g,https://api.spotify.com/v1/audio-analysis/0dA2Mk56wEzDgegdC6R17g,210091,4,Travel,Zedd,Stay (with Alessia Cara),1
9,0.724,0.647,1,-5.642,1,0.0658,0.28,0.0,0.102,0.435,106.96,audio_features,2rPE9A1vEgShuZxxzR2tZH,spotify:track:2rPE9A1vEgShuZxxzR2tZH,https://api.spotify.com/v1/tracks/2rPE9A1vEgShuZxxzR2tZH,https://api.spotify.com/v1/audio-analysis/2rPE9A1vEgShuZxxzR2tZH,207333,4,Travel,Ariana Grande,"thank u, next",21
10,0.725,0.321,1,-10.744,0,0.323,0.578,0.0,0.0884,0.319,70.142,audio_features,14msK75pk3pA33pzPVNtBF,spotify:track:14msK75pk3pA33pzPVNtBF,https://api.spotify.com/v1/tracks/14msK75pk3pA33pzPVNtBF,https://api.spotify.com/v1/audio-analysis/14msK75pk3pA33pzPVNtBF,178640,4,Travel,Ariana Grande,7 rings,6
11,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4,Travel,Khalid,Location,79
12,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693,4,Travel,Bruno Mars,That's What I Like,81
13,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,audio_features,7COXchtUOMd6uIT6HvmRaI,spotify:track:7COXchtUOMd6uIT6HvmRaI,https://api.spotify.com/v1/tracks/7COXchtUOMd6uIT6HvmRaI,https://api.spotify.com/v1/audio-analysis/7COXchtUOMd6uIT6HvmRaI,162583,4,Travel,Lauv,i'm so tired...,9
14,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,audio_features,4kV4N9D1iKVxx1KLvtTpjS,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,190440,4,Travel,Ariana Grande,"break up with your girlfriend, i'm bored",79
15,0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976,audio_features,2hloaUoRonYssMuqLCBLTX,spotify:track:2hloaUoRonYssMuqLCBLTX,https://api.spotify.com/v1/tracks/2hloaUoRonYssMuqLCBLTX,https://api.spotify.com/v1/audio-analysis/2hloaUoRonYssMuqLCBLTX,216893,4,Travel,Ariana Grande,bloodline,71
16,0.847,0.579,1,-5.314,1,0.0719,0.0268,0.0545,0.102,0.569,137.998,audio_features,5Il6Oe7lr5XM7A0cWbVQtr,spotify:track:5Il6Oe7lr5XM7A0cWbVQtr,https://api.spotify.com/v1/tracks/5Il6Oe7lr5XM7A0cWbVQtr,https://api.spotify.com/v1/audio-analysis/5Il6Oe7lr5XM7A0cWbVQtr,267107,4,Travel,Ariana Grande,bad idea,71
17,0.718,0.609,0,-4.699,0,0.0429,0.281,3.29e-05,0.234,0.497,122.948,audio_features,4SPLWgCPoKwULz2UTM8TKg,spotify:track:4SPLWgCPoKwULz2UTM8TKg,https://api.spotify.com/v1/tracks/4SPLWgCPoKwULz2UTM8TKg,https://api.spotify.com/v1/audio-analysis/4SPLWgCPoKwULz2UTM8TKg,214867,4,Travel,Clean Bandit,Symphony (feat. Zara Larsson),0
18,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,audio_features,6SFStUDQZNaGPKWOx9ZiJB,spotify:track:6SFStUDQZNaGPKWOx9ZiJB,https://api.spotify.com/v1/tracks/6SFStUDQZNaGPKWOx9ZiJB,https://api.spotify.com/v1/audio-analysis/6SFStUDQZNaGPKWOx9ZiJB,186987,4,Travel,Anne-Marie,2002,0
19,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,4y3OI86AEP6PQoDE6olYhO,spotify:track:4y3OI86AEP6PQoDE6olYhO,https://api.spotify.com/v1/tracks/4y3OI86AEP6PQoDE6olYhO,https://api.spotify.com/v1/audio-analysis/4y3OI86AEP6PQoDE6olYhO,181040,4,Travel,Jonas Brothers,Sucker,9
20,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4,Travel,Billie Eilish,bad guy,86
21,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,audio_features,51NFxnQvaosfDDutk0tams,spotify:track:51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/audio-analysis/51NFxnQvaosfDDutk0tams,179172,4,Travel,Billie Eilish,bellyache,75
22,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,audio_features,6QgjcU0zLnzq5OrUoSZ3OK,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,163253,4,Travel,Portugal. The Man,Feel It Still,78
23,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,audio_features,4RXpgGM7A4Hg7cFBoH5KyF,spotify:track:4RXpgGM7A4Hg7cFBoH5KyF,https://api.spotify.com/v1/tracks/4RXpgGM7A4Hg7cFBoH5KyF,https://api.spotify.com/v1/audio-analysis/4RXpgGM7A4Hg7cFBoH5KyF,255093,4,Travel,Avicii,Hey Brother,20
24,0.637,0.708,8,-5.349,1,0.0383,0.0688,2.66e-05,0.137,0.172,99.843,audio_features,1DGggbNJ1rKcz0jG6h2RAV,spotify:track:1DGggbNJ1rKcz0jG6h2RAV,https://api.spotify.com/v1/tracks/1DGggbNJ1rKcz0jG6h2RAV,https://api.spotify.com/v1/audio-analysis/1DGggbNJ1rKcz0jG6h2RAV,205947,4,Travel,DJ Snake,Let Me Love You,42
25,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,audio_features,5masKPHeAOVNgxdLebIcK7,spotify:track:5masKPHeAOVNgxdLebIcK7,https://api.spotify.com/v1/tracks/5masKPHeAOVNgxdLebIcK7,https://api.spotify.com/v1/audio-analysis/5masKPHeAOVNgxdLebIcK7,223187,4,Travel,Kygo,Stole the Show,73
26,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,audio_features,23L5CiUhw2jV1OIMwthR3S,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195707,4,Travel,Martin Garrix,In the Name of Love,78
27,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,audio_features,3ebXMykcMXOcLeJ9xZ17XH,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/tracks/3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/audio-analysis/3ebXMykcMXOcLeJ9xZ17XH,220883,4,Travel,Martin Garrix,Scared to Be Lonely,78
28,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,audio_features,6s3GEN8wK0OMzzzZbXj0fu,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,https://api.spotify.com/v1/tracks/6s3GEN8wK0OMzzzZbXj0fu,https://api.spotify.com/v1/audio-analysis/6s3GEN8wK0OMzzzZbXj0fu,212647,4,Travel,Coldplay,Hymn for the Weekend - Seeb Remix,67
29,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,audio_features,0CZ8lquoTX2Dkg7Ak2inwA,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,https://api.spotify.com/v1/tracks/0CZ8lquoTX2Dkg7Ak2inwA,https://api.spotify.com/v1/audio-analysis/0CZ8lquoTX2Dkg7Ak2inwA,225133,4,Travel,King Princess,1950,76
30,0.968,0.352,9,-7.122,1,0.121,0.0365,0.000103,0.0677,0.599,111.968,audio_features,4BH9zDv1Ys6kw0j3lU1hTx,spotify:track:4BH9zDv1Ys6kw0j3lU1hTx,https://api.spotify.com/v1/tracks/4BH9zDv1Ys6kw0j3lU1hTx,https://api.spotify.com/v1/audio-analysis/4BH9zDv1Ys6kw0j3lU1hTx,175573,4,Travel,Shawn Mendes,Particular Taste,58
31,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,audio_features,2meEiZKWkiN28gITzFwQo5,spotify:track:2meEiZKWkiN28gITzFwQo5,https://api.spotify.com/v1/tracks/2meEiZKWkiN28gITzFwQo5,https://api.spotify.com/v1/audio-analysis/2meEiZKWkiN28gITzFwQo5,244453,4,Travel,Ariana Grande,Into You,75
32,0.518,0.596,6,-6.653,0,0.124,0.569,0.0,0.133,0.326,100.28,audio_features,5SwEgzUFDHwpWHKrbnP32Z,spotify:track:5SwEgzUFDHwpWHKrbnP32Z,https://api.spotify.com/v1/tracks/5SwEgzUFDHwpWHKrbnP32Z,https://api.spotify.com/v1/audio-analysis/5SwEgzUFDHwpWHKrbnP32Z,190867,4,Travel,Shawn Mendes,Youth feat. Khalid,0
33,0.614,0.839,0,-4.143,1,0.0702,0.0291,0.0,0.112,0.657,182.123,audio_features,4Sib57MmYGJzSvkW84jTwh,spotify:track:4Sib57MmYGJzSvkW84jTwh,https://api.spotify.com/v1/tracks/4Sib57MmYGJzSvkW84jTwh,https://api.spotify.com/v1/audio-analysis/4Sib57MmYGJzSvkW84jTwh,193040,4,Travel,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),1
34,0.752,0.827,9,-4.578,0,0.0353,0.352,0.0,0.0769,0.945,95.043,audio_features,6g8PjnC5LOh2g3x5J8nBls,spotify:track:6g8PjnC5LOh2g3x5J8nBls,https://api.spotify.com/v1/tracks/6g8PjnC5LOh2g3x5J8nBls,https://api.spotify.com/v1/audio-analysis/6g8PjnC5LOh2g3x5J8nBls,225293,4,Travel,Nick Jonas,Wilderness,37
35,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,audio_features,7gvd8xj4QgPqbQSsn5pV7d,spotify:track:7gvd8xj4QgPqbQSsn5pV7d,https://api.spotify.com/v1/tracks/7gvd8xj4QgPqbQSsn5pV7d,https://api.spotify.com/v1/audio-analysis/7gvd8xj4QgPqbQSsn5pV7d,203760,4,Travel,Demi Lovato,Sorry Not Sorry,78
36,0.585,0.744,2,-4.751,1,0.0419,0.228,0.0,0.195,0.349,104.919,audio_features,2Un9MGFwpGdGU9yl9KOvXx,spotify:track:2Un9MGFwpGdGU9yl9KOvXx,https://api.spotify.com/v1/tracks/2Un9MGFwpGdGU9yl9KOvXx,https://api.spotify.com/v1/audio-analysis/2Un9MGFwpGdGU9yl9KOvXx,231383,4,Travel,Gryffin,Nobody Compares To You (feat. Katie Pearlman),54
37,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,0.771,145.034,audio_features,2tOOcDDYkh0PSjr6GwPEAJ,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,https://api.spotify.com/v1/tracks/2tOOcDDYkh0PSjr6GwPEAJ,https://api.spotify.com/v1/audio-analysis/2tOOcDDYkh0PSjr6GwPEAJ,177670,4,Travel,MAX,Love Me Less (feat. Quinn XCII),72
38,0.543,0.876,10,-5.069,0,0.0512,0.0606,0.0,0.157,0.415,122.058,audio_features,6JzCO4ZzxAXhY86vTcqM1Q,spotify:track:6JzCO4ZzxAXhY86vTcqM1Q,https://api.spotify.com/v1/tracks/6JzCO4ZzxAXhY86vTcqM1Q,https://api.spotify.com/v1/audio-analysis/6JzCO4ZzxAXhY86vTcqM1Q,268840,4,Travel,Years & Years,Desire - Gryffin Remix,62
39,0.412,0.696,0,-3.681,1,0.0508,0.089,0.0,0.138,0.376,87.622,audio_features,12wAQ0HNbJWVrVJA3woXDb,spotify:track:12wAQ0HNbJWVrVJA3woXDb,https://api.spotify.com/v1/tracks/12wAQ0HNbJWVrVJA3woXDb,https://api.spotify.com/v1/audio-analysis/12wAQ0HNbJWVrVJA3woXDb,200661,4,Travel,Daya,Safe,52
40,0.433,0.573,1,-6.041,0,0.156,0.278,0.0,0.103,0.312,150.005,audio_features,5stBjr01wRUJa6BGqkxPD7,spotify:track:5stBjr01wRUJa6BGqkxPD7,https://api.spotify.com/v1/tracks/5stBjr01wRUJa6BGqkxPD7,https://api.spotify.com/v1/audio-analysis/5stBjr01wRUJa6BGqkxPD7,199285,4,Travel,Alessia Cara,The Other Side (Alessia Cara Version),47
41,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,audio_features,6LsAAHotRLMOHfCsSfYCsz,spotify:track:6LsAAHotRLMOHfCsSfYCsz,https://api.spotify.com/v1/tracks/6LsAAHotRLMOHfCsSfYCsz,https://api.spotify.com/v1/audio-analysis/6LsAAHotRLMOHfCsSfYCsz,190800,4,Travel,Shawn Mendes,If I Can't Have You,78
42,0.456,0.833,0,-4.242,1,0.0964,0.108,1.71e-05,0.0592,0.261,159.808,audio_features,3mehbiGKy2x5Lz1nRmZ4Vj,spotify:track:3mehbiGKy2x5Lz1nRmZ4Vj,https://api.spotify.com/v1/tracks/3mehbiGKy2x5Lz1nRmZ4Vj,https://api.spotify.com/v1/audio-analysis/3mehbiGKy2x5Lz1nRmZ4Vj,172500,4,Travel,Diplo,Get It Right (feat. MØ),51
43,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,audio_features,4tNXntkAzQ5A2dfYRYGIIQ,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,https://api.spotify.com/v1/tracks/4tNXntkAzQ5A2dfYRYGIIQ,https://api.spotify.com/v1/audio-analysis/4tNXntkAzQ5A2dfYRYGIIQ,157493,4,Travel,5 Seconds of Summer,Easier,4
44,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4,Travel,The Chainsmokers,Don't Let Me Down,79
45,0.669,0.801,8,-5.445,1,0.136,0.268,0.0,0.0594,0.541,109.919,audio_features,4PkIDTPGedm0enzdvilLNd,spotify:track:4PkIDTPGedm0enzdvilLNd,https://api.spotify.com/v1/tracks/4PkIDTPGedm0enzdvilLNd,https://api.spotify.com/v1/audio-analysis/4PkIDTPGedm0enzdvilLNd,201072,4,Travel,Ellie Goulding,Sixteen,71
46,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,audio_features,0SuLAslEMFZAXf0SwY7syi,spotify:track:0SuLAslEMFZAXf0SwY7syi,https://api.spotify.com/v1/tracks/0SuLAslEMFZAXf0SwY7syi,https://api.spotify.com/v1/audio-analysis/0SuLAslEMFZAXf0SwY7syi,217603,4,Travel,Jon Bellion,All Time Low,69
47,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,audio_features,4EpZ4eYuZOwPSSwyqpdHnJ,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,https://api.spotify.com/v1/tracks/4EpZ4eYuZOwPSSwyqpdHnJ,https://api.spotify.com/v1/audio-analysis/4EpZ4eYuZOwPSSwyqpdHnJ,252231,4,Travel,Rex Orange County,Sunflower,77
48,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,audio_features,3HVWdVOQ0ZA45FuZGSfvns,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/tracks/3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/audio-analysis/3HVWdVOQ0ZA45FuZGSfvns,219947,4,Travel,Ed Sheeran,I Don't Care (with Justin Bieber),82
49,0.661,0.823,11,-4.95,1,0.0486,0.135,0.0,0.0387,0.768,155.97,audio_features,4LtufGlc9o8QtbFTp4Q37m,spotify:track:4LtufGlc9o8QtbFTp4Q37m,https://api.spotify.com/v1/tracks/4LtufGlc9o8QtbFTp4Q37m,https://api.spotify.com/v1/audio-analysis/4LtufGlc9o8QtbFTp4Q37m,198293,4,Travel,Noah Kahan,Catastrophize,46
50,0.575,0.699,1,-6.045,0,0.0347,0.156,0.0,0.172,0.443,126.04,audio_features,3HOdbUiYRiGk1XeTJT0aof,spotify:track:3HOdbUiYRiGk1XeTJT0aof,https://api.spotify.com/v1/tracks/3HOdbUiYRiGk1XeTJT0aof,https://api.spotify.com/v1/audio-analysis/3HOdbUiYRiGk1XeTJT0aof,266907,4,Travel,MAXO,Never Ever,16
51,0.509,0.689,1,-4.929,0,0.102,0.0209,0.0,0.301,0.297,170.087,audio_features,4n7jnSxVLd8QioibtTDBDq,spotify:track:4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/tracks/4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/audio-analysis/4n7jnSxVLd8QioibtTDBDq,193798,4,Travel,Alan Walker,On My Way,76
52,0.81,0.759,9,-3.029,0,0.0376,0.111,4.73e-06,0.0919,0.615,104.993,audio_features,1yXFAwSMDZmX2ZyDLLyQ9s,spotify:track:1yXFAwSMDZmX2ZyDLLyQ9s,https://api.spotify.com/v1/tracks/1yXFAwSMDZmX2ZyDLLyQ9s,https://api.spotify.com/v1/audio-analysis/1yXFAwSMDZmX2ZyDLLyQ9s,212360,4,Travel,Sabrina Carpenter,Almost Love,55
53,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,audio_features,05CwHjIk71RXVU40boRMnR,spotify:track:05CwHjIk71RXVU40boRMnR,https://api.spotify.com/v1/tracks/05CwHjIk71RXVU40boRMnR,https://api.spotify.com/v1/audio-analysis/05CwHjIk71RXVU40boRMnR,217653,4,Travel,The Chainsmokers,Call You Mine,3
54,0.599,0.854,9,-5.429,1,0.0436,0.0746,0.0,0.278,0.311,119.986,audio_features,7D49Iig0avHre9RFSUMkd2,spotify:track:7D49Iig0avHre9RFSUMkd2,https://api.spotify.com/v1/tracks/7D49Iig0avHre9RFSUMkd2,https://api.spotify.com/v1/audio-analysis/7D49Iig0avHre9RFSUMkd2,234547,4,Travel,OneRepublic,I Lived,66
55,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,audio_features,5PYQUBXc7NYeI1obMKSJK0,spotify:track:5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/tracks/5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/audio-analysis/5PYQUBXc7NYeI1obMKSJK0,223523,4,Travel,Katy Perry,Never Really Over,76
56,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,audio_features,3y3brCCecHC3Db18aIOnny,spotify:track:3y3brCCecHC3Db18aIOnny,https://api.spotify.com/v1/tracks/3y3brCCecHC3Db18aIOnny,https://api.spotify.com/v1/audio-analysis/3y3brCCecHC3Db18aIOnny,215316,4,Travel,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",69
57,0.595,0.81,7,-3.665,1,0.0465,0.413,0.0,0.111,0.482,99.947,audio_features,39P8VOo0DlQCb4n1g5b3Wp,spotify:track:39P8VOo0DlQCb4n1g5b3Wp,https://api.spotify.com/v1/tracks/39P8VOo0DlQCb4n1g5b3Wp,https://api.spotify.com/v1/audio-analysis/39P8VOo0DlQCb4n1g5b3Wp,177925,4,Travel,Andy Grammer,Smoke Clears,40
58,0.539,0.778,1,-6.32,0,0.0612,0.0169,6.68e-06,0.276,0.42,143.988,audio_features,6p5I3DD3bVAJXjz0N0fIVN,spotify:track:6p5I3DD3bVAJXjz0N0fIVN,https://api.spotify.com/v1/tracks/6p5I3DD3bVAJXjz0N0fIVN,https://api.spotify.com/v1/audio-analysis/6p5I3DD3bVAJXjz0N0fIVN,254556,4,Travel,Gryffin,Just For A Moment (feat. Iselin),0
59,0.853,0.458,0,-9.746,1,0.086,0.326,0.0,0.112,0.502,120.07,audio_features,02ERZtesn9kDBaAh58yht9,spotify:track:02ERZtesn9kDBaAh58yht9,https://api.spotify.com/v1/tracks/02ERZtesn9kDBaAh58yht9,https://api.spotify.com/v1/audio-analysis/02ERZtesn9kDBaAh58yht9,193048,4,Travel,Tate McRae,Hard to Find,48
60,0.491,0.577,7,-7.737,1,0.2,0.264,1.22e-06,0.282,0.693,170.135,audio_features,25bnT2pQ75J3QPnVuU6vTx,spotify:track:25bnT2pQ75J3QPnVuU6vTx,https://api.spotify.com/v1/tracks/25bnT2pQ75J3QPnVuU6vTx,https://api.spotify.com/v1/audio-analysis/25bnT2pQ75J3QPnVuU6vTx,184082,3,Travel,Osrin,Not That Complicated,31
61,0.547,0.789,8,-5.619,1,0.042,0.00871,0.0,0.1,0.345,129.916,audio_features,4mEILaBM7bKZqKAun5tABu,spotify:track:4mEILaBM7bKZqKAun5tABu,https://api.spotify.com/v1/tracks/4mEILaBM7bKZqKAun5tABu,https://api.spotify.com/v1/audio-analysis/4mEILaBM7bKZqKAun5tABu,193911,4,Travel,Lost Kings,When We Were Young,64
62,0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-06,0.204,0.164,103.997,audio_features,1HpzOCZbNWzxvvXfSGtSrX,spotify:track:1HpzOCZbNWzxvvXfSGtSrX,https://api.spotify.com/v1/tracks/1HpzOCZbNWzxvvXfSGtSrX,https://api.spotify.com/v1/audio-analysis/1HpzOCZbNWzxvvXfSGtSrX,176417,4,Travel,Mark Ronson,Find U Again (feat. Camila Cabello),64
63,0.752,0.706,5,-6.274,1,0.0636,0.0797,0.000752,0.129,0.33,125.041,audio_features,507tQXutCPYNFkpOq8tmKF,spotify:track:507tQXutCPYNFkpOq8tmKF,https://api.spotify.com/v1/tracks/507tQXutCPYNFkpOq8tmKF,https://api.spotify.com/v1/audio-analysis/507tQXutCPYNFkpOq8tmKF,208812,4,Travel,Zara Larsson,Don't Worry Bout Me,60
64,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,audio_features,0mjAU3yKR1QnXnHtjGJqTM,spotify:track:0mjAU3yKR1QnXnHtjGJqTM,https://api.spotify.com/v1/tracks/0mjAU3yKR1QnXnHtjGJqTM,https://api.spotify.com/v1/audio-analysis/0mjAU3yKR1QnXnHtjGJqTM,158900,4,Travel,OneRepublic,Rescue Me,77
65,0.622,0.796,0,-2.999,0,0.172,0.667,0.0,0.106,0.62,197.705,audio_features,79JBjIq90BrQ8Ws0pUhlzD,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,https://api.spotify.com/v1/tracks/79JBjIq90BrQ8Ws0pUhlzD,https://api.spotify.com/v1/audio-analysis/79JBjIq90BrQ8Ws0pUhlzD,169813,4,Travel,Mabel,Mad Love,5
